temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,et0_fao_evapotranspiration,date
27.0,15.6,21.3,0.0,22.0,6.98,2018-08-24
28.2,17.0,22.4,0.0,19.9,6.8,2018-08-25
29.0,17.3,23.2,0.0,20.5,7.0,2018-08-26
30.3,18.4,24.2,0.0,20.9,7.42,2018-08-27
30.3,18.9,24.7,0.0,23.4,7.55,2018-08-28
32.0,19.5,25.8,0.0,24.2,8.18,2018-08-29
33.5,22.2,27.1,0.0,20.9,6.18,2018-08-30
32.5,22.6,26.9,0.0,23.2,7.17,2018-08-31
30.9,21.0,25.6,0.0,23.8,6.92,2018-09-01
27.9,21.1,24.7,0.0,20.9,6.22,2018-09-02
30.2,21.6,25.0,0.0,22.8,6.37,2018-09-03
27.9,19.8,24.0,0.1,23.8,7.31,2018-09-04
28.4,18.0,22.9,0.0,27.8,7.55,2018-09-05
28.4,18.4,23.3,0.4,34.6,7.99,2018-09-06
23.0,17.7,19.9,2.1,28.8,5.08,2018-09-07
26.6,18.0,21.8,0.4,25.6,5.82,2018-09-08
26.9,16.2,21.6,2.2,19.7,4.03,2018-09-09
28.0,17.4,22.5,0.0,17.8,5.26,2018-09-10
24.1,17.4,20.1,0.8,19.8,3.28,2018-09-11
25.4,15.4,19.9,0.0,8.0,3.06,2018-09-12
27.5,14.9,21.4,0.0,13.6,4.52,2018-09-13
29.2,17.5,23.2,0.0,18.0,5.0,2018-09-14
24.5,16.3,20.3,5.7,14.3,2.74,2018-09-15
21.7,17.2,19.1,10.9,19.9,1.68,2018-09-16
20.9,13.8,17.0,0.0,23.2,4.09,2018-09-17
21.0,9.8,15.4,0.0,15.9,3.71,2018-09-18
24.2,13.1,17.8,0.0,14.3,3.6,2018-09-19
25.8,11.6,18.4,0.0,11.7,3.37,2018-09-20
28.5,13.4,20.9,0.0,13.6,3.96,2018-09-21
26.8,15.5,20.7,0.0,14.4,4.42,2018-09-22
27.6,14.3,19.6,1.9,19.2,3.79,2018-09-23
20.3,8.5,15.0,0.0,15.2,3.04,2018-09-24
18.3,10.8,14.1,4.3,18.6,0.94,2018-09-25
15.6,7.3,11.5,0.0,13.9,2.37,2018-09-26
14.8,4.8,10.8,0.0,23.5,2.88,2018-09-27
17.8,11.4,14.0,0.0,17.1,3.09,2018-09-28
20.5,8.3,14.0,0.0,11.4,2.56,2018-09-29
18.9,10.2,13.6,0.0,17.9,2.6,2018-09-30
21.0,8.4,14.7,0.0,21.6,3.5,2018-10-01
26.5,14.9,19.2,0.9,19.2,3.36,2018-10-02
21.9,13.8,17.4,4.1,23.3,1.88,2018-10-03
16.5,9.9,12.9,1.7,25.5,2.0,2018-10-04
13.1,5.9,9.6,0.0,26.9,2.56,2018-10-05
13.6,0.9,8.0,0.0,8.7,2.15,2018-10-06
17.2,3.8,10.5,0.0,17.2,3.19,2018-10-07
19.6,7.7,12.9,0.0,15.1,2.07,2018-10-08
21.1,10.5,15.0,0.0,14.4,2.46,2018-10-09
20.6,10.1,14.8,0.0,14.1,2.46,2018-10-10
21.4,10.2,15.2,0.0,15.9,2.84,2018-10-11
16.8,8.9,12.7,0.0,20.4,3.46,2018-10-12
17.1,5.4,10.8,0.0,13.5,2.77,2018-10-13
20.5,7.6,13.4,0.0,12.3,2.74,2018-10-14
22.5,9.1,15.3,0.0,12.1,2.61,2018-10-15
22.5,11.0,16.4,0.0,14.9,2.73,2018-10-16
21.6,10.4,15.6,0.0,16.8,2.75,2018-10-17
22.1,9.6,15.5,0.0,18.2,3.08,2018-10-18
21.8,10.1,14.9,0.0,18.4,2.62,2018-10-19
19.9,9.4,13.8,0.0,11.2,1.62,2018-10-20
17.9,9.7,13.4,10.1,9.9,1.17,2018-10-21
19.0,11.9,14.3,13.1,16.2,1.53,2018-10-22
14.7,9.9,12.3,0.5,18.7,1.31,2018-10-23
17.5,8.6,12.2,4.6,24.0,1.52,2018-10-24
13.1,6.8,9.7,4.3,25.3,0.79,2018-10-25
9.1,3.5,5.9,5.8,14.3,0.86,2018-10-26
13.1,3.5,8.5,0.0,17.0,1.44,2018-10-27
18.6,10.0,13.4,0.0,23.5,1.96,2018-10-28
18.7,8.9,12.7,0.0,11.4,1.45,2018-10-29
17.6,7.9,11.5,0.0,23.3,1.59,2018-10-30
10.0,6.0,7.7,0.0,25.9,1.49,2018-10-31
10.6,4.7,6.8,0.0,23.8,1.95,2018-11-01
12.0,3.3,7.1,0.0,23.9,1.94,2018-11-02
12.4,3.5,7.3,0.0,21.1,1.43,2018-11-03
11.6,3.9,7.2,0.0,11.7,0.86,2018-11-04
11.6,6.4,8.3,0.0,17.6,1.26,2018-11-05
10.3,5.8,7.7,0.0,19.9,1.33,2018-11-06
10.2,4.8,6.8,0.0,15.5,1.2,2018-11-07
10.5,2.4,5.8,0.0,11.4,1.12,2018-11-08
10.4,1.2,4.6,0.0,11.6,0.95,2018-11-09
7.6,0.2,3.1,0.0,10.6,0.68,2018-11-10
4.9,0.8,3.7,0.0,26.6,0.73,2018-11-11
0.4,-4.0,-2.3,6.2,29.4,0.82,2018-11-12
-1.8,-5.0,-3.3,8.5,32.4,0.35,2018-11-13
-1.7,-5.1,-2.9,0.0,23.4,0.45,2018-11-14
-0.6,-4.2,-2.3,1.9,26.2,0.54,2018-11-15
-0.8,-1.9,-1.4,6.2,29.0,0.43,2018-11-16
-0.8,-4.2,-1.7,2.1,26.3,0.49,2018-11-17
-1.3,-7.9,-4.6,0.0,11.0,0.38,2018-11-18
-1.5,-9.1,-4.2,0.2,16.8,0.45,2018-11-19
0.1,-2.7,-1.0,12.0,24.4,0.27,2018-11-20
-0.9,-5.8,-3.3,0.0,15.6,0.47,2018-11-21
-0.9,-5.2,-3.6,0.0,11.9,0.48,2018-11-22
0.2,-5.7,-3.3,0.0,14.0,0.51,2018-11-23
-1.9,-10.8,-6.1,0.0,10.9,0.45,2018-11-24
1.0,-5.3,-2.0,0.0,9.8,0.29,2018-11-25
2.8,-4.0,-0.9,0.0,10.0,0.36,2018-11-26
4.9,0.7,1.9,15.8,14.8,0.23,2018-11-27
1.3,-3.7,-0.4,2.4,23.7,0.27,2018-11-28
-4.1,-8.4,-5.8,0.0,25.0,0.57,2018-11-29
-5.5,-9.1,-7.6,0.0,32.8,0.54,2018-11-30
-0.7,-5.4,-2.4,1.6,32.8,0.37,2018-12-01
0.9,-4.9,-1.6,0.2,14.5,0.25,2018-12-02
-0.6,-6.2,-3.4,0.2,12.7,0.26,2018-12-03
0.7,-3.6,-1.1,0.0,20.5,0.21,2018-12-04
2.1,0.2,1.0,1.2,22.9,0.18,2018-12-05
1.1,-0.7,0.4,0.6,15.3,0.16,2018-12-06
0.8,-0.9,-0.2,5.5,8.4,0.19,2018-12-07
0.8,-2.3,-0.9,0.2,11.2,0.27,2018-12-08
3.0,-8.8,-1.8,0.2,13.2,0.32,2018-12-09
4.1,-0.7,1.8,6.2,21.1,0.25,2018-12-10
3.1,0.9,2.0,5.1,24.5,0.17,2018-12-11
5.6,0.3,3.1,1.8,24.1,0.39,2018-12-12
4.0,-2.7,1.0,0.0,13.2,0.42,2018-12-13
4.2,-2.8,-0.2,0.0,12.4,0.34,2018-12-14
2.3,-2.3,-0.8,0.0,10.1,0.31,2018-12-15
-0.7,-4.0,-2.7,0.0,22.3,0.59,2018-12-16
-1.4,-3.8,-2.9,0.0,27.1,0.74,2018-12-17
-2.9,-5.1,-4.3,0.0,23.9,0.6,2018-12-18
-0.8,-4.7,-2.8,0.0,24.5,0.62,2018-12-19
-0.6,-2.5,-1.9,0.0,23.0,0.42,2018-12-20
-0.1,-2.7,-1.7,0.0,18.1,0.3,2018-12-21
2.2,-2.2,-0.7,2.4,13.1,0.18,2018-12-22
6.8,2.7,4.6,10.8,22.0,0.14,2018-12-23
3.2,-1.0,1.5,0.3,21.6,0.27,2018-12-24
4.2,-0.9,1.2,13.3,29.5,0.15,2018-12-25
-0.1,-1.7,-0.9,0.0,25.8,0.62,2018-12-26
2.0,-2.2,-0.1,4.8,24.5,0.5,2018-12-27
-2.1,-5.2,-4.0,0.0,16.1,0.5,2018-12-28
-1.8,-3.9,-3.0,3.2,17.0,0.18,2018-12-29
-2.5,-4.2,-3.4,5.9,18.4,0.2,2018-12-30
0.8,-2.2,-0.7,1.8,16.0,0.18,2018-12-31
0.0,-1.8,-1.0,0.3,7.7,0.2,2019-01-01
0.0,-3.5,-1.7,0.7,17.7,0.2,2019-01-02
1.5,-0.1,0.7,14.0,19.7,0.19,2019-01-03
3.8,-1.0,0.6,11.2,21.6,0.14,2019-01-04
1.2,-3.9,-2.2,1.6,30.1,0.25,2019-01-05
-1.6,-6.5,-3.8,1.8,26.6,0.24,2019-01-06
-3.3,-5.8,-4.9,7.5,28.8,0.24,2019-01-07
-2.8,-6.2,-4.7,0.0,19.9,0.25,2019-01-08
-5.3,-8.4,-6.2,3.0,20.2,0.19,2019-01-09
-2.8,-9.9,-5.6,0.6,18.8,0.29,2019-01-10
5.1,-3.2,1.5,13.8,23.3,0.33,2019-01-11
4.4,-2.3,-0.1,0.7,29.9,0.35,2019-01-12
0.0,-6.9,-2.8,0.2,14.6,0.25,2019-01-13
1.8,-5.8,-1.9,1.6,20.3,0.26,2019-01-14
4.7,1.2,2.5,5.7,16.6,0.31,2019-01-15
1.2,-6.6,-1.8,11.6,22.2,0.32,2019-01-16
-2.8,-11.4,-7.2,0.0,11.7,0.39,2019-01-17
3.6,-9.3,-1.5,0.0,15.8,0.49,2019-01-18
4.3,-0.1,2.2,0.3,17.1,0.27,2019-01-19
-1.4,-10.8,-4.8,0.0,18.8,0.46,2019-01-20
5.9,-4.5,0.9,6.9,20.5,0.4,2019-01-21
-2.3,-8.9,-6.4,0.4,18.9,0.48,2019-01-22
-2.3,-9.4,-5.9,0.7,23.1,0.5,2019-01-23
5.9,-2.5,0.6,1.6,18.5,0.59,2019-01-24
1.6,-2.5,-0.3,1.6,24.3,0.3,2019-01-25
2.7,-1.9,0.1,1.5,26.3,0.32,2019-01-26
4.3,-0.6,1.5,8.7,22.3,0.33,2019-01-27
0.6,-4.7,-2.1,1.7,17.8,0.38,2019-01-28
3.0,-7.7,-3.0,0.0,11.5,0.71,2019-01-29
4.7,-3.8,0.1,0.0,19.2,0.6,2019-01-30
4.9,-1.9,1.1,0.0,23.8,0.63,2019-01-31
4.7,-2.2,-0.0,0.0,23.4,0.77,2019-02-01
2.0,-1.9,-0.5,0.0,15.7,0.38,2019-02-02
3.3,-2.5,-0.5,0.0,14.8,0.51,2019-02-03
5.6,-3.4,-0.8,0.0,14.0,0.8,2019-02-04
6.2,-4.0,-0.6,0.0,13.8,0.89,2019-02-05
4.8,-3.0,-0.1,0.0,17.0,0.58,2019-02-06
2.7,-1.8,-0.1,0.0,20.9,0.69,2019-02-07
0.5,-2.5,-1.3,0.0,19.7,0.76,2019-02-08
-0.2,-2.7,-1.4,0.0,20.9,0.73,2019-02-09
1.5,-2.0,-0.7,0.0,12.6,0.65,2019-02-10
6.7,-1.9,1.7,0.6,14.4,0.69,2019-02-11
7.4,0.2,3.1,0.1,18.3,0.91,2019-02-12
8.2,-1.5,2.4,0.0,15.9,0.84,2019-02-13
3.3,-3.5,-0.5,0.0,15.6,1.2,2019-02-14
2.7,-5.1,-2.0,0.0,16.3,1.25,2019-02-15
3.5,-5.6,-0.2,0.0,17.2,0.55,2019-02-16
4.5,-0.5,2.0,0.1,30.0,0.46,2019-02-17
3.8,-1.4,1.8,0.0,24.9,1.18,2019-02-18
1.5,-5.3,-2.3,0.0,14.6,1.22,2019-02-19
7.0,-5.5,-0.5,0.0,17.3,1.28,2019-02-20
5.2,-0.2,2.5,1.5,25.3,0.68,2019-02-21
0.2,-3.7,-1.6,2.7,20.5,1.03,2019-02-22
-1.6,-6.7,-4.1,4.7,18.9,0.79,2019-02-23
-1.0,-7.8,-5.4,0.0,13.1,0.99,2019-02-24
1.5,-7.2,-1.9,4.0,29.0,0.81,2019-02-25
3.0,-0.5,0.5,2.4,19.5,0.6,2019-02-26
3.0,-3.8,-0.3,1.4,8.6,0.65,2019-02-27
3.0,-7.2,-1.3,1.5,27.3,0.8,2019-02-28
5.4,0.1,2.3,9.0,29.5,0.62,2019-03-01
4.3,-1.5,1.2,0.3,19.6,1.14,2019-03-02
1.7,-2.8,-0.4,0.3,19.3,0.9,2019-03-03
5.2,-3.0,2.0,0.1,34.5,1.61,2019-03-04
10.9,1.7,6.2,0.7,28.5,1.93,2019-03-05
10.6,2.3,5.7,0.0,24.7,1.46,2019-03-06
8.1,-0.2,3.2,0.0,14.1,1.11,2019-03-07
11.2,-0.6,5.0,0.0,18.0,1.71,2019-03-08
13.6,2.6,6.8,0.7,17.3,1.55,2019-03-09
13.1,4.4,8.1,2.8,25.2,1.36,2019-03-10
11.9,3.4,7.2,6.6,30.5,1.3,2019-03-11
6.3,0.9,3.5,9.6,22.7,0.98,2019-03-12
8.7,-1.1,3.5,1.8,14.8,1.79,2019-03-13
7.1,-2.5,2.1,0.0,21.4,1.91,2019-03-14
4.7,2.2,3.6,1.3,25.3,1.09,2019-03-15
8.2,0.1,3.8,1.9,13.7,0.8,2019-03-16
9.6,-1.4,4.7,0.7,12.3,1.19,2019-03-17
10.2,2.0,5.9,0.9,9.4,1.33,2019-03-18
10.4,2.8,5.9,0.0,12.7,1.5,2019-03-19
11.6,0.4,5.7,0.0,14.3,2.25,2019-03-20
12.1,-0.3,5.3,0.0,18.3,1.76,2019-03-21
7.6,0.9,4.4,2.3,27.9,1.29,2019-03-22
6.4,0.9,3.7,4.9,29.3,1.8,2019-03-23
5.3,-0.2,2.9,3.7,18.2,1.31,2019-03-24
9.8,3.0,5.8,0.0,18.3,2.03,2019-03-25
12.8,3.3,7.1,0.0,15.4,2.35,2019-03-26
9.0,1.6,5.4,2.2,14.3,0.91,2019-03-27
6.8,0.8,3.6,1.9,18.7,1.4,2019-03-28
6.9,-2.0,2.9,0.1,19.9,2.18,2019-03-29
9.7,2.8,5.5,0.7,16.7,1.48,2019-03-30
15.9,-0.2,7.7,0.0,13.8,2.81,2019-03-31
14.5,2.2,8.0,0.0,17.4,2.96,2019-04-01
12.4,3.8,7.2,0.9,23.6,2.08,2019-04-02
5.9,0.9,3.6,1.8,15.5,0.82,2019-04-03
7.5,-0.9,3.6,0.0,15.9,1.38,2019-04-04
11.8,0.9,6.3,0.1,11.0,2.62,2019-04-05
15.8,2.5,8.7,0.0,17.7,3.03,2019-04-06
16.3,4.7,10.2,0.0,19.4,3.48,2019-04-07
16.8,6.2,11.0,0.2,19.9,2.08,2019-04-08
19.0,8.1,13.4,0.0,24.3,3.04,2019-04-09
20.9,9.6,14.5,0.0,19.1,3.56,2019-04-10
18.5,10.4,13.7,5.8,9.7,2.13,2019-04-11
17.1,8.9,12.4,5.5,15.2,2.27,2019-04-12
14.9,9.4,11.6,2.5,21.2,2.13,2019-04-13
17.6,8.4,12.2,0.8,18.0,2.32,2019-04-14
15.1,9.9,11.5,14.6,19.0,1.03,2019-04-15
15.1,8.7,11.2,3.4,11.3,1.46,2019-04-16
10.7,5.4,8.0,9.9,26.8,0.82,2019-04-17
9.2,2.8,5.7,0.0,22.7,3.56,2019-04-18
8.7,1.4,5.3,0.0,24.4,3.16,2019-04-19
12.1,2.2,7.0,0.0,20.6,3.75,2019-04-20
14.3,3.0,8.9,0.0,21.7,4.23,2019-04-21
15.4,4.3,9.9,0.0,21.6,3.86,2019-04-22
18.0,4.3,11.4,0.0,12.4,4.14,2019-04-23
19.9,7.7,13.0,0.3,15.6,3.65,2019-04-24
23.0,6.2,14.8,0.0,12.1,4.38,2019-04-25
23.2,9.4,16.5,0.0,12.1,4.21,2019-04-26
23.2,10.4,17.0,0.1,12.4,4.32,2019-04-27
23.1,11.4,17.4,0.9,16.6,4.72,2019-04-28
20.0,9.1,14.8,3.1,16.5,2.66,2019-04-29
19.0,7.5,12.9,1.0,17.3,3.03,2019-04-30
22.0,9.4,14.5,14.4,19.1,3.05,2019-05-01
21.0,12.2,16.0,1.0,22.5,3.5,2019-05-02
18.7,10.8,14.9,0.0,22.4,4.35,2019-05-03
20.4,10.9,15.3,2.9,13.0,3.84,2019-05-04
21.6,9.1,16.1,0.0,13.0,4.11,2019-05-05
23.5,10.4,17.5,0.0,11.5,4.72,2019-05-06
26.5,14.6,20.3,0.3,18.5,5.29,2019-05-07
25.5,14.4,20.1,0.0,16.5,4.5,2019-05-08
19.4,10.3,16.0,8.0,21.4,3.01,2019-05-09
17.6,9.9,12.9,5.5,14.8,2.11,2019-05-10
21.4,8.7,16.0,0.1,14.8,4.35,2019-05-11
23.4,12.9,18.1,0.0,11.9,4.67,2019-05-12
22.2,11.4,17.1,0.3,16.1,3.73,2019-05-13
22.2,15.1,18.0,0.4,23.9,3.5,2019-05-14
26.4,14.9,20.4,0.0,14.2,5.26,2019-05-15
27.8,14.9,21.8,0.0,13.1,5.64,2019-05-16
30.0,18.8,24.3,0.0,19.1,6.35,2019-05-17
26.9,18.5,22.3,0.0,24.9,6.8,2019-05-18
26.5,16.4,21.3,0.0,20.9,6.93,2019-05-19
25.6,15.6,20.7,0.0,17.2,6.74,2019-05-20
25.3,13.1,19.9,0.0,14.9,6.63,2019-05-21
23.0,15.1,18.0,11.5,20.1,3.6,2019-05-22
18.7,13.2,16.1,8.9,19.5,2.33,2019-05-23
23.4,14.0,18.9,1.5,11.6,4.0,2019-05-24
22.8,15.6,18.3,12.6,14.8,2.36,2019-05-25
19.9,15.0,16.9,21.6,21.2,2.06,2019-05-26
22.9,14.6,18.8,6.5,15.5,3.89,2019-05-27
25.7,12.9,19.8,0.0,10.6,5.23,2019-05-28
27.1,15.1,21.5,0.0,15.3,5.9,2019-05-29
30.2,18.0,24.1,0.0,15.1,6.62,2019-05-30
30.9,19.1,24.7,0.0,14.5,6.61,2019-05-31
32.3,19.6,26.0,0.0,12.6,6.56,2019-06-01
33.8,19.9,26.6,0.0,14.6,6.37,2019-06-02
28.5,22.2,25.2,0.0,14.7,4.28,2019-06-03
30.2,19.6,25.3,0.0,18.9,6.23,2019-06-04
28.1,20.0,24.0,0.0,25.0,8.22,2019-06-05
26.8,18.5,22.5,0.0,22.7,7.48,2019-06-06
28.4,20.0,23.5,0.1,20.5,7.16,2019-06-07
30.1,19.5,24.8,0.0,16.3,6.76,2019-06-08
31.0,19.7,25.8,0.0,16.3,7.49,2019-06-09
31.7,20.6,26.4,0.0,17.2,8.3,2019-06-10
31.6,20.2,26.6,0.0,21.0,9.03,2019-06-11
32.8,22.4,27.1,0.0,24.2,8.35,2019-06-12
33.5,21.1,27.4,0.0,18.4,7.71,2019-06-13
28.1,20.6,24.3,0.0,25.3,8.0,2019-06-14
30.2,16.1,24.1,0.0,13.0,7.1,2019-06-15
32.9,18.4,26.5,0.0,19.1,6.88,2019-06-16
28.9,18.3,24.2,0.0,20.9,7.01,2019-06-17
29.9,18.5,24.7,0.0,14.5,6.97,2019-06-18
31.9,19.4,26.2,0.0,14.0,6.79,2019-06-19
31.8,21.2,26.9,0.0,19.4,7.63,2019-06-20
33.3,22.6,28.3,0.0,21.8,8.84,2019-06-21
33.6,23.5,29.0,0.0,19.7,8.08,2019-06-22
35.0,25.6,30.1,0.0,21.4,7.68,2019-06-23
29.3,22.5,25.6,3.0,15.5,3.74,2019-06-24
30.9,22.0,26.8,0.0,26.7,7.51,2019-06-25
30.6,20.1,25.7,0.0,20.3,8.61,2019-06-26
30.8,18.5,24.8,0.0,16.1,7.5,2019-06-27
26.8,20.3,23.4,2.2,26.4,4.26,2019-06-28
23.0,15.7,19.4,1.8,18.0,4.86,2019-06-29
22.8,12.8,18.4,0.0,17.9,5.47,2019-06-30
27.7,16.0,21.4,0.2,22.4,5.82,2019-07-01
29.0,20.0,24.4,0.0,28.5,6.31,2019-07-02
31.2,20.8,26.3,0.1,16.8,5.83,2019-07-03
27.7,18.1,23.7,0.2,18.9,4.71,2019-07-04
27.5,16.3,22.5,0.0,14.6,6.69,2019-07-05
27.4,14.5,22.4,0.0,24.0,5.88,2019-07-06
27.8,15.2,22.3,0.0,13.1,5.86,2019-07-07
30.1,17.9,24.5,0.0,16.3,6.39,2019-07-08
26.1,18.8,22.3,5.1,21.0,5.29,2019-07-09
23.7,14.3,19.2,1.8,16.8,3.93,2019-07-10
24.6,15.6,19.5,0.8,10.1,3.45,2019-07-11
24.5,15.6,19.9,0.4,11.3,4.33,2019-07-12
22.4,14.9,18.9,6.1,15.6,3.32,2019-07-13
25.0,14.6,20.1,8.9,11.7,4.13,2019-07-14
27.6,16.0,22.2,1.4,14.1,5.24,2019-07-15
23.2,17.4,19.6,15.1,17.0,2.89,2019-07-16
25.5,16.9,21.0,0.5,15.5,4.74,2019-07-17
26.8,15.9,21.4,0.1,13.0,3.79,2019-07-18
28.1,15.8,22.1,0.0,14.9,5.53,2019-07-19
29.5,15.4,23.4,0.0,14.5,5.62,2019-07-20
31.0,20.7,24.6,0.0,14.0,5.61,2019-07-21
29.4,17.8,23.7,0.1,9.1,4.9,2019-07-22
30.6,19.2,25.3,0.0,15.2,5.49,2019-07-23
28.0,19.5,24.0,0.3,12.4,4.41,2019-07-24
28.2,19.1,22.8,4.7,11.4,4.02,2019-07-25
24.5,17.8,21.3,8.9,16.6,3.34,2019-07-26
26.4,17.9,22.0,2.9,13.5,4.15,2019-07-27
30.5,19.2,24.8,0.0,14.9,5.66,2019-07-28
31.4,18.9,25.6,0.0,17.9,5.85,2019-07-29
31.1,21.9,26.3,0.0,14.2,5.13,2019-07-30
28.8,20.7,24.8,4.2,28.0,4.63,2019-07-31
22.9,14.8,19.1,0.0,14.8,5.05,2019-08-01
22.5,13.7,18.7,0.0,15.2,3.41,2019-08-02
24.4,14.4,20.1,0.2,15.0,4.49,2019-08-03
26.9,16.5,20.1,14.9,25.6,2.48,2019-08-04
21.2,12.9,17.2,4.5,42.2,4.32,2019-08-05
22.8,14.6,18.3,0.8,19.6,3.93,2019-08-06
24.7,13.1,19.4,0.1,9.3,3.91,2019-08-07
29.5,14.6,22.5,0.0,8.6,4.97,2019-08-08
31.1,16.6,24.1,0.0,10.6,5.42,2019-08-09
27.0,19.1,22.7,2.1,19.5,4.9,2019-08-10
26.1,16.2,21.3,0.0,15.5,5.22,2019-08-11
27.9,17.2,22.6,0.0,15.0,4.89,2019-08-12
28.0,15.4,22.0,0.0,10.5,5.43,2019-08-13
31.0,17.3,24.3,0.0,17.7,6.64,2019-08-14
33.0,19.5,26.2,0.0,25.2,8.72,2019-08-15
29.7,20.6,24.6,0.0,17.0,4.31,2019-08-16
26.9,20.2,23.1,10.8,10.8,3.12,2019-08-17
27.9,18.0,23.3,0.6,7.8,3.11,2019-08-18
28.5,20.0,23.6,4.4,13.6,3.09,2019-08-19
33.0,20.9,26.9,0.0,18.1,5.77,2019-08-20
34.2,22.5,27.7,0.0,21.8,6.74,2019-08-21
35.0,24.0,28.9,0.0,20.9,7.78,2019-08-22
35.4,23.6,29.0,0.0,24.3,7.95,2019-08-23
34.8,24.1,29.3,0.0,21.8,8.04,2019-08-24
33.7,23.0,28.1,0.0,20.5,7.25,2019-08-25
30.0,21.9,25.4,0.0,18.6,6.83,2019-08-26
29.5,18.5,23.8,0.0,17.5,6.42,2019-08-27
27.0,16.2,22.0,0.0,17.3,5.59,2019-08-28
21.8,13.2,17.9,0.0,20.0,5.51,2019-08-29
25.9,12.7,19.3,0.0,16.7,5.45,2019-08-30
27.2,16.4,21.5,0.0,13.8,5.09,2019-08-31
28.5,15.8,22.2,0.0,13.2,4.44,2019-09-01
27.9,15.9,21.8,0.0,12.3,5.14,2019-09-02
29.5,14.0,22.0,0.0,8.8,4.26,2019-09-03
30.1,17.0,23.8,0.0,8.8,3.91,2019-09-04
28.2,18.1,22.9,0.0,19.5,6.15,2019-09-05
25.2,16.2,21.0,0.0,19.0,4.39,2019-09-06
26.2,17.5,21.5,0.0,19.6,5.49,2019-09-07
26.4,15.4,21.0,0.0,22.6,6.43,2019-09-08
25.6,14.6,20.5,0.0,24.6,6.63,2019-09-09
25.8,14.8,20.6,0.0,27.0,6.65,2019-09-10
27.1,15.2,21.4,0.0,23.6,6.62,2019-09-11
26.5,16.5,21.2,0.0,18.3,5.63,2019-09-12
26.8,14.8,20.6,0.0,14.4,5.25,2019-09-13
26.5,12.4,19.9,0.0,11.3,4.3,2019-09-14
22.9,13.4,18.5,0.0,18.7,4.49,2019-09-15
23.2,9.2,17.1,0.0,20.1,4.4,2019-09-16
23.6,14.9,18.7,5.2,24.8,3.28,2019-09-17
24.5,13.6,17.4,8.3,34.5,2.63,2019-09-18
19.1,11.0,13.8,0.3,18.8,3.59,2019-09-19
16.7,8.6,12.1,1.7,9.6,1.4,2019-09-20
16.0,7.9,10.8,5.2,17.5,2.23,2019-09-21
15.4,6.8,11.8,1.5,34.3,1.86,2019-09-22
17.0,8.7,12.4,0.0,20.3,1.9,2019-09-23
14.8,6.8,10.2,0.0,15.5,2.61,2019-09-24
14.9,4.1,9.6,0.0,17.7,3.16,2019-09-25
16.5,6.2,11.0,0.0,16.5,3.06,2019-09-26
17.4,8.9,13.0,0.4,12.3,1.53,2019-09-27
19.0,10.6,14.5,0.0,12.2,2.57,2019-09-28
20.5,10.4,14.7,2.1,16.7,2.18,2019-09-29
20.2,11.4,15.4,6.5,15.5,2.43,2019-09-30
18.5,12.9,15.1,5.2,23.5,1.12,2019-10-01
20.0,9.4,14.7,0.0,12.3,2.49,2019-10-02
23.7,10.8,16.5,0.0,17.2,2.93,2019-10-03
24.9,13.8,18.5,0.0,11.9,2.6,2019-10-04
25.1,14.9,19.3,0.0,17.2,2.3,2019-10-05
19.2,10.8,15.2,0.1,19.7,1.78,2019-10-06
13.1,7.4,9.9,0.0,17.8,2.54,2019-10-07
14.3,6.2,10.3,0.5,19.7,1.99,2019-10-08
11.4,2.5,6.8,0.0,12.1,1.92,2019-10-09
17.0,4.1,10.4,0.0,12.2,2.21,2019-10-10
17.6,7.4,12.4,3.3,18.9,1.25,2019-10-11
17.0,8.2,11.7,0.0,16.6,2.0,2019-10-12
18.4,9.9,13.3,0.0,25.3,2.24,2019-10-13
20.1,8.6,13.6,0.0,12.6,2.03,2019-10-14
21.1,8.1,14.0,0.0,10.1,2.09,2019-10-15
21.2,9.6,15.0,0.0,17.9,2.35,2019-10-16
18.8,10.3,14.0,0.0,20.1,2.18,2019-10-17
16.0,9.2,11.9,0.0,12.6,1.19,2019-10-18
17.5,8.2,11.4,0.0,10.1,1.32,2019-10-19
19.5,8.4,13.0,0.0,12.6,1.81,2019-10-20
20.0,9.1,13.5,0.0,14.8,2.16,2019-10-21
19.1,7.8,12.7,0.0,10.2,1.8,2019-10-22
19.4,8.1,13.4,0.0,7.8,1.61,2019-10-23
19.8,6.9,13.5,0.0,8.9,1.63,2019-10-24
18.5,9.1,12.8,0.0,11.3,1.78,2019-10-25
18.7,8.3,12.5,0.0,11.3,1.64,2019-10-26
18.6,8.8,12.5,0.0,10.9,1.55,2019-10-27
14.8,8.2,11.4,0.0,17.4,1.42,2019-10-28
15.1,9.7,12.1,1.4,11.2,0.99,2019-10-29
11.1,3.0,7.8,10.6,19.9,1.01,2019-10-30
4.0,-1.7,1.2,0.0,12.6,1.22,2019-10-31
2.5,-3.8,-1.0,0.0,12.0,1.18,2019-11-01
3.2,-6.4,-1.8,0.0,10.6,1.08,2019-11-02
6.1,-4.8,-0.4,0.0,16.1,1.21,2019-11-03
9.1,-1.8,2.9,0.0,14.0,1.07,2019-11-04
13.5,2.8,7.7,1.6,12.6,1.39,2019-11-05
17.0,8.3,12.2,0.2,13.8,0.54,2019-11-06
20.2,9.3,13.5,0.0,12.4,1.46,2019-11-07
